Response ID,Response Time,Q1: Organization,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Questions,Q3 Select Index,Q3 Comment,Q4: Visual Presentation,Q4 Select Index,Q4 Comment,Q5: Oral Presentation,Q5 Select Index,Q5 Comment,Q6: Availability,Q6 Select Index,Q6 Comment,Q7: Ability to hold Interest,Q7 Select Index,Q7 Comment,Q8: Effectiveness,Q8 Select Index,Q8 Comment,Q9: Attendance,Q9 Select Index,Q9 Comment,Q10: Assigned Work,Q10 Select Index,Q10 Comment,Q11: Printed Notes,Q11 Select Index,Q11 Comment,Q12: Textbook,Q12 Select Index,Q12 Comment,Q13: New Material,Q13 Select Index,Q13 Comment,Q14: Assigned Work Amount,Q14 Select Index,Q14 Comment,Q15: Hours Per Week,Q15 Select Index,Q15 Comment,Q16: What instructor has done well,Q16 Select Index,Q16 Comment,Q17: Improvements to technique or style,Q17 Select Index,Q17 Comment,Q18: Course's strong points,Q18 Select Index,Q18 Comment,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment
213780,2016-11-21T07:50:46-05:00,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Sometimes available,2,,Not interesting,2,,Good,1,,75-90%,1,,Helpful,1,,No printed notes,3,,Helpful,1,,Right amount,2,,Somewhat too much,1,Varies depending on pace of the course of that specific week.,3-6 hours,1,,,,"Prof. Akash is very open and helpful to any questions asked by the students, course-related or not. He also valued the students' understanding of the course more than the pace and the amount of the materials covered.",,,"The pace of the course was too slow compared to most of other instructors' lectures. Although this helps the student to better understand the materials, it doesn't help the student to finish their assignments properly.",,,The textbook of the course is very informative and well-organized.,,,There aren't many extra materials except the reserved books and recommended problem sets; I feel that it is helpful that instructors provide more in-depth materials to the students.,,,I don't see any particular effects posed by the instructor's attitude towards the student.,,,The class size is just about right; more students would reduce the quality of learning.
213798,2016-11-30T17:24:06-05:00,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Available,0,,Interesting,1,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
213792,2016-11-26T22:11:49-05:00,Satisfactory,2,,Just Right,2,,Unsatisfactory,3,,Good,1,,Good,1,,Usually available,1,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,Not helpful,2,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
213793,2016-11-28T04:18:03-05:00,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,No printed notes,3,,Helpful,1,,Too much,0,,Too much,0,,11-15 houts,3,,,,Mukto was very good at making complicated complex easy to understand,,,,,,Developed understanding of proofs and numerous other concepts,,,Workload was quite high,,,,,,
213809,2016-12-05T06:40:04-05:00,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Rarely available,3,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Not helpful,2,,Helpful,1,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,Clear instruction with lots of examples.,,,"Pace of the course was too slow, made it stressful to finish assignments on time, especially when peers in other sections are already finishing their assignments using the lessons from class.",,,New material was interesting and useful.,,,Inconsistent marking of assignments.,,,N/A,,,N/A
213808,2016-12-04T14:26:49-05:00,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Usually available,1,,Interesting,1,,Good,1,,75-90%,1,,Helpful,1,,Helpful,1,,Very helpful,0,,Too much,0,,Too much,0,,11-15 houts,3,,,,,,,,,,,,,,,,,,,
213790,2016-11-25T07:51:51-05:00,Excellent,0,,Somewhat too high,1,,Good,1,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
213789,2016-11-25T07:42:53-05:00,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Usually available,1,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Helpful,1,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,explain all the definition and example carefully,,,it can be more helpful to make the progress of lecture a little bit faster,,,quite logic,,,-,,,a little bit sleepy,,,-
213785,2016-11-23T11:13:39-05:00,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Usually available,1,,No opinion,3,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,Helpful,1,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
213786,2016-11-24T04:44:35-05:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Sometimes available,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
