Response ID,Response Time,Q1: Organization,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Questions,Q3 Select Index,Q3 Comment,Q4: Visual Presentation,Q4 Select Index,Q4 Comment,Q5: Oral Presentation,Q5 Select Index,Q5 Comment,Q6: Availability,Q6 Select Index,Q6 Comment,Q7: Ability to hold Interest,Q7 Select Index,Q7 Comment,Q8: Effectiveness,Q8 Select Index,Q8 Comment,Q9: Attendance,Q9 Select Index,Q9 Comment,Q10: Assigned Work,Q10 Select Index,Q10 Comment,Q11: Printed Notes,Q11 Select Index,Q11 Comment,Q12: Textbook,Q12 Select Index,Q12 Comment,Q13: New Material,Q13 Select Index,Q13 Comment,Q14: Assigned Work Amount,Q14 Select Index,Q14 Comment,Q15: Hours Per Week,Q15 Select Index,Q15 Comment,Q16: What instructor has done well,Q16 Select Index,Q16 Comment,Q17: Improvements to technique or style,Q17 Select Index,Q17 Comment,Q18: Course's strong points,Q18 Select Index,Q18 Comment,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment
202531,2017-03-27T07:22:18-04:00,Good,1,,Just Right,2,,Satisfactory,2,,Satisfactory,2,,Satisfactory,2,,Sometimes available,2,,Interesting,1,,Satisfactory,2,,90-100%,0,,Helpful,1,,No printed notes,3,,Helpful,1,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
202532,2017-03-27T12:09:24-04:00,Satisfactory,2,,Just Right,2,,Good,1,,Excellent,0,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,Helpful,1,,Right amount,2,,Somewhat too much,1,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202539,2017-03-28T11:38:41-04:00,Good,1,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Sometimes available,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202540,2017-03-28T13:15:29-04:00,Good,1,,Somewhat too low,3,,No opinion,5,,No opinion,5,,Excellent,0,,Did not seek help,5,,Interesting,1,,No opinion,5,,<25%,4,,Very helpful,0,,No printed notes,3,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202485,2017-03-24T05:14:48-04:00,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Not interesting,2,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Somewhat too much,1,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
202483,2017-03-23T19:10:13-04:00,Good,1,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Too much,0,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
202507,2017-03-24T06:07:55-04:00,Good,1,,Just Right,2,,Good,1,,Satisfactory,2,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,Helpful,1,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,Very coherent explanations. Made sure that students understood the material before moving on to next topic.,,,Lecture moved a little slow. Sometimes needed to look at the textbook to learn the material needed for the week's assignment.,,,Somewhat interesting material.,,,The significance of the material that we are learning is not made clear. I personally lost interest during parts of the course because it did not seem to have much significance. If there was an effort to show the significance I think it would definitely increase student interest in the course and improve overall academic grades for the course.,,,No,,,"The room is very cramped. Not as in the class size, but the room itself looks like in need some renovation."
202553,2017-04-01T09:04:37-04:00,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,Very helpful,0,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,"Explained new concepts and ideas extremely well and connected it to past concepts which built a better understanding. Provides good and useful examples, and worked through solutions.",,,"Maybe not leave so many proofs as exercises, or post proofs to those exercises",,,Very interesting material covered in this course,,,,,,Nope,,,
202548,2017-03-30T04:56:41-04:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Good,1,,Available,0,,Very interesting,0,,Excellent,0,,25-50%,3,,Very helpful,0,,Helpful,1,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202502,2017-03-24T06:07:00-04:00,Good,1,,Just Right,2,,Good,1,,Excellent,0,,Good,1,,Usually available,1,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,No printed notes,3,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,thoroughly explained most concepts and ensured students were following along.,,,"spending too long on simple concepts, where the time could be spent doing more examples of more difficult ideas. We fell behind near the end and were learning assignment material the day it was due.",,,very nice progression and flow between ideas. no huge amount of information dumped at once.,,,some concepts were briefly touched upon and never returned to / builded on (4 fundamental subspaces). also fell behind near the end and didn't learn assignment material in advance,,,no influence. positive environment,,,good class size and room.
202505,2017-03-24T06:07:15-04:00,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,He is a nice and helpful teacher.,,,Maybe some theorems given can be more organized.,,,,,,,,,,,,
202537,2017-03-28T09:56:01-04:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Right amount,2,,3-6 hours,1,,,,"Is really patient in answering students' questions inside and outside class and answers the question straight to the point. Sometimes the ""Q&A session"" right after lecture may go up to an hour and Mr. Akash would solve everyone's question before leaving. Reallt appreciate it.",,,"1. Reduce the amount of typos lol. Sometimes the typo really confused me e.g. wrote mxn matrix when you really meant nxn matrix. But we do appreciate you effort in encouraging us to doubt your typos and then change them, sir!

2. The lecture progress can't catch up with the assignment progress. Most of the time I couldn't do the assignment over the weekend when I have ample time but have to wait for Monday's lecture and then rush it.",,,Lovely handwriting. Best among all the lecturers I've met.,,,,,,,,,The tables in MC2066 are really small and the space is squeezy for putting coat and bags. It's not really a suitable lecture hall for this subject.
202498,2017-03-24T06:06:18-04:00,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Sometimes available,2,,Interesting,1,,Good,1,,75-90%,1,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
202480,2017-03-23T08:36:36-04:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,No opinion,3,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Right amount,2,,Somewhat too much,1,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202481,2017-03-23T09:54:54-04:00,No opinion,5,,No opinion,5,,No opinion,5,,No opinion,5,,No opinion,5,,Did not seek help,5,,Very interesting,0,,No opinion,5,,90-100%,0,Went to another lecturer due to time and location convenience,Very helpful,0,,No printed notes,3,,Very helpful,0,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,N/A,,,N/A,,,Course notes are amazing. Cheap and relevant to the course,,,N/A,,,No,,,No
202488,2017-03-24T06:03:31-04:00,Good,1,,Just Right,2,,Good,1,,Satisfactory,2,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,,4,,Helpful,1,,Helpful,1,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202517,2017-03-24T07:05:11-04:00,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Did not seek help,5,,Interesting,1,,Satisfactory,2,,90-100%,0,,Very helpful,0,,,4,,Helpful,1,,Somewhat too much,1,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202524,2017-03-24T10:38:26-04:00,No opinion,5,,No opinion,5,,No opinion,5,,No opinion,5,,No opinion,5,,Available,0,,No opinion,3,,No opinion,5,,<25%,4,,,4,,,4,,,4,,No opinion,5,,No opinion,5,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
202536,2017-03-28T07:42:00-04:00,Good,1,,No opinion,5,,No opinion,5,,Satisfactory,2,,Satisfactory,2,,Did not seek help,5,,Not interesting,2,,Satisfactory,2,,25-50%,3,,Helpful,1,,Helpful,1,,Helpful,1,,Too much,0,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202504,2017-03-24T06:07:02-04:00,Good,1,,Somewhat too high,1,,Good,1,,Good,1,,Good,1,,Available,0,,Not interesting,2,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,,4,,Too much,0,,Somewhat too little,3,,3-6 hours,1,,,,Very clear,,,Not that engaging. Pace is a bit slow,,,,,,,,,,,,
202520,2017-03-24T07:06:44-04:00,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,Helpful,1,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202547,2017-03-29T18:21:15-04:00,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Interesting,1,,Good,1,,75-90%,1,,Helpful,1,,No printed notes,3,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202552,2017-03-31T09:44:07-04:00,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Interesting,1,,Good,1,,50-75%,2,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,Made sure that students actively participate,,,Makes a lot of silly mistakes while teaching,,,Easy and useful,,,-,,,Neutral,,,-
202557,2017-04-03T12:10:03-04:00,Unsatisfactory,3,,Somewhat too high,1,,No opinion,5,,Excellent,0,,Satisfactory,2,,Did not seek help,5,,Not interesting,2,,Unsatisfactory,3,,25-50%,3,,Helpful,1,,No printed notes,3,,Very helpful,0,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,good hand writing for blackboard. good voice projection.,,,"to be honest, i did not feel like i was the best fit for the instructor's class. After about two months of trying to go to lectures, I just stopped since I would learn nothing. I'd go home and learn the entire lecture with the textbook. The textbook was very helpful. The instructor moved too quickly through topics, neglected to show the importance of a topic, and I wasn't able to keep up. Perhaps this is not a fault of the instructor but me. Please note that I do not wish any negative comments to affect the professor. I do know that other students were fine with his teaching style. It just didn't sit well with me.",,,"textbook is great,",,,i would like more practice problems though.,,,--,,,--
202493,2017-03-24T06:05:07-04:00,Excellent,0,,Just Right,2,,Satisfactory,2,,Satisfactory,2,,Satisfactory,2,,Sometimes available,2,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,"The instructor explains clearly the concepts, and takes time to answer the questions.",,,-,,,"Clearly organized, textbook complements course well.",,,-,,,No.,,,-
202476,2017-03-21T09:53:38-04:00,Very poor,4,,Somewhat too low,3,,Unsatisfactory,3,,Unsatisfactory,3,,Very poor,4,,Did not seek help,5,,Not interesting,2,,Unsatisfactory,3,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
202512,2017-03-24T06:09:05-04:00,Good,1,,Somewhat too high,1,,Good,1,,Good,1,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Not helpful,2,,No printed notes,3,,,4,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,Gives exercises during lectures. Highlights important content for the exam.,,,,,,,,,,,,No,,,
202495,2017-03-24T06:06:10-04:00,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,Helpful,1,,Somewhat too much,1,,Right amount,2,,7-10 hours,2,,,,Arranged the examples well,,,Please add some explanation of what the theorems are for and where can we use them,,,,,,,,,,,,
