Response ID,Response Time,Q1: Organization,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Questions,Q3 Select Index,Q3 Comment,Q4: Visual Presentation,Q4 Select Index,Q4 Comment,Q5: Oral Presentation,Q5 Select Index,Q5 Comment,Q6: Availability,Q6 Select Index,Q6 Comment,Q7: Ability to hold Interest,Q7 Select Index,Q7 Comment,Q8: Effectiveness,Q8 Select Index,Q8 Comment,Q9: Attendance,Q9 Select Index,Q9 Comment,Q10: Assigned Work,Q10 Select Index,Q10 Comment,Q11: Printed Notes,Q11 Select Index,Q11 Comment,Q12: Textbook,Q12 Select Index,Q12 Comment,Q13: New Material,Q13 Select Index,Q13 Comment,Q14: Assigned Work Amount,Q14 Select Index,Q14 Comment,Q15: Hours Per Week,Q15 Select Index,Q15 Comment,Q16: What instructor has done well,Q16 Select Index,Q16 Comment,Q17: Improvements to technique or style,Q17 Select Index,Q17 Comment,Q18: Course's strong points,Q18 Select Index,Q18 Comment,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment
402417,2018-03-28T14:32:16.625752-04:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Right amount,2,,Right amount,2,,11-15 houts,3,,,,,,,,,,,,,,,,,,,
394784,2018-03-27T10:00:59.227934-04:00,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Sometimes available,2,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,No printed notes,3,,Very helpful,0,,Somewhat too much,1,,Right amount,2,,7-10 hours,2,,,,"Goes through examples really well.
",,,often makes typos on the black board.,,,,,,,,,,,,
411952,2018-03-31T01:50:45.695782-04:00,Satisfactory,2,,Just Right,2,,Good,1,,Good,1,,Satisfactory,2,,Usually available,1,,Very interesting,0,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,clear handwriting,,,,,,,,,,,,,,,
417830,2018-04-02T19:58:11.367218-04:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,50-75%,2,,Helpful,1,,No printed notes,3,,Very helpful,0,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
400698,2018-03-28T11:43:46.672803-04:00,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,No printed notes,3,,Very helpful,0,,Right amount,2,,Somewhat too much,1,,3-6 hours,1,,,,He really takes the time to go through examples to make sure you understand it,,,I am not sure if this is feasible but when we started covering linear mapping’s we really needed to have matrix operations down to truely follow along so a quick refresher may have been helpful there,,,The way it was taught,,,The material I find was hard to find real world applications,,,No effect,,,Good size
421094,2018-04-03T15:35:20.986929-04:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Not helpful,2,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
400617,2018-03-28T11:41:33.469920-04:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,,,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
423507,2018-04-04T14:40:51.265056-04:00,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Good,1,,Available,0,,Interesting,1,,Good,1,,75-90%,1,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
398873,2018-03-28T09:50:08.433981-04:00,Good,1,,Somewhat too low,3,,Good,1,,Good,1,,Good,1,,Usually available,1,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Not helpful,2,,Right amount,2,,Somewhat too much,1,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
398502,2018-03-28T09:37:53.543843-04:00,Good,1,,Somewhat too high,1,,Good,1,,Good,1,,Good,1,,Usually available,1,,Interesting,1,,Good,1,,<25%,4,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,0-2 hours,0,,,,example,,,,,,,,,,,,,,,
398752,2018-03-28T09:43:14.460923-04:00,Good,1,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Very helpful,0,,Very helpful,0,,Somewhat too much,1,,Right amount,2,,3-6 hours,1,,,,He takes his time explained the content,,,"He should try to explain the topics a but faster since often times, we end up falling behind on assignments since we don't have enough information taught to us until the day of.",,,It was fairly interesting and the computation based topics. ,,,The proofs and the more complicated topics and how fast they were skimmed through. ,,,There was always a calm disposition throughout the class atmosphere. ,,,
418517,2018-04-03T09:31:15.082463-04:00,Satisfactory,2,,Just Right,2,,Satisfactory,2,,Satisfactory,2,"The professor's handwriting is too small for students sitting in the back of the classroom (unable to come early due to class schedules). Sometimes, the change from blackboards to powerpoint make incoherency.",Excellent,0,,Available,0,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,"I find the things we learn in class and things on assignment have a great gap. It is almost self-learning while doing assignments. Sometimes, it is hard to see the connections between assignments and things we learn. ",Helpful,1,,Very helpful,0,,Somewhat too much,1,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
